efield,bias,fwhm
-0.1,-0.020000000000218066,6.823295411878866
-0.1,-0.019000000000218176,6.801438532630707
-0.1,-0.018000000000218286,6.780449093676087
-0.1,-0.017000000000218396,6.760331887109672
-0.1,-0.016000000000218506,6.7411023628081574
-0.1,-0.015000000000218616,6.722788322105478
-0.1,-0.014000000000218726,6.705432679067191
-0.1,-0.013000000000218837,6.689104080158733
-0.1,-0.012000000000218947,6.673882438387222
-0.1,-0.011000000000219057,6.659875531766132
-0.1,-0.010000000000219167,6.64722120108605
-0.1,-0.009000000000219277,6.636092759928689
-0.1,-0.008000000000219387,6.626703581481924
-0.1,-0.007000000000219497,6.619309955025808
-0.1,-0.0060000000002196074,6.61421103541092
-0.1,-0.005000000000219718,6.611744026680672
-0.1,-0.004000000000219828,6.612280549878063
-0.1,-0.003000000000219938,6.616181419253333
-0.1,-0.002000000000220048,6.62381659646409
-0.1,-0.0010000000002201581,6.635539026408659
-0.1,-2.2026824808563106e-13,6.651633403082873
-0.1,0.0009999999997796216,6.672350452562524
-0.1,0.0019999999997795115,6.697941834850148
-0.1,0.0029999999997794013,6.7286370128187265
-0.1,0.003999999999779291,6.764691748703851
-0.1,0.004999999999779181,6.806441313577194
-0.1,0.005999999999779071,6.854301617002601
-0.1,0.006999999999778961,6.908814328392448
-0.1,0.00799999999977885,6.970661090170351
-0.1,0.00899999999977874,7.040679199701162
-0.1,0.00999999999977863,7.119868310288292
-0.1,0.01099999999977852,7.209394441457863
-0.1,0.01199999999977841,7.310514623703033
-0.1,0.0129999999997783,7.424559228274662
-0.1,0.01399999999977819,7.55284801044418
-0.1,0.01499999999977808,7.6969491670867916
-0.1,0.01599999999977797,7.858477209574345
-0.1,0.01699999999977786,8.039931787690973
-0.1,0.01799999999977775,8.244651946340532
-0.1,0.01899999999977764,8.478480175217413
-0.07,-0.020000000000218066,6.787915323963379
-0.07,-0.019000000000218176,6.766552274279471
-0.07,-0.018000000000218286,6.745888527917733
-0.07,-0.017000000000218396,6.725900519963065
-0.07,-0.016000000000218506,6.7065876773643875
-0.07,-0.015000000000218616,6.6879579600761865
-0.07,-0.014000000000218726,6.670011466914552
-0.07,-0.013000000000218837,6.652773364472935
-0.07,-0.012000000000218947,6.636272594682461
-0.07,-0.011000000000219057,6.620548834841527
-0.07,-0.010000000000219167,6.60566549499213
-0.07,-0.009000000000219277,6.591702686248476
-0.07,-0.008000000000219387,6.578757127726713
-0.07,-0.007000000000219497,6.566967231534058
-0.07,-0.0060000000002196074,6.556491770767559
-0.07,-0.005000000000219718,6.54752916712217
-0.07,-0.004000000000219828,6.540316735575045
-0.07,-0.003000000000219938,6.535130891915115
-0.07,-0.002000000000220048,6.532277382224594
-0.07,-0.0010000000002201581,6.532109149807744
-0.07,-2.2026824808563106e-13,6.5349613583175925
-0.07,0.0009999999997796216,6.541173208693842
-0.07,0.0019999999997795115,6.5510607694327145
-0.07,0.0029999999997794013,6.564856714240683
-0.07,0.003999999999779291,6.5827827923180084
-0.07,0.004999999999779181,6.604996636441973
-0.07,0.005999999999779071,6.6316261772570275
-0.07,0.006999999999778961,6.662800281624304
-0.07,0.00799999999977885,6.698680968374847
-0.07,0.00899999999977874,6.739467982731383
-0.07,0.00999999999977863,6.785448688026624
-0.07,0.01099999999977852,6.837006436396492
-0.07,0.01199999999977841,6.8946822433237855
-0.07,0.0129999999997783,6.959178898751729
-0.07,0.01399999999977819,7.031414981047478
-0.07,0.01499999999977808,7.112555498299525
-0.07,0.01599999999977797,7.204057645444523
-0.07,0.01699999999977786,7.307755750872142
-0.07,0.01799999999977775,7.425915510922361
-0.07,0.01899999999977764,7.561248386662782
-0.05,-0.020000000000218066,6.766412468952833
-0.05,-0.019000000000218176,6.745750804167299
-0.05,-0.018000000000218286,6.725682433355216
-0.05,-0.017000000000218396,6.7061997076553235
-0.05,-0.016000000000218506,6.687285705433743
-0.05,-0.015000000000218616,6.668934768061364
-0.05,-0.014000000000218726,6.651148927497998
-0.05,-0.013000000000218837,6.633928969618238
-0.05,-0.012000000000218947,6.6172898747206705
-0.05,-0.011000000000219057,6.6012489928484825
-0.05,-0.010000000000219167,6.585846119138381
-0.05,-0.009000000000219277,6.571129559698442
-0.05,-0.008000000000219387,6.557142909034378
-0.05,-0.007000000000219497,6.543961245248739
-0.05,-0.0060000000002196074,6.531684963615526
-0.05,-0.005000000000219718,6.520457400413432
-0.05,-0.004000000000219828,6.5104171146087815
-0.05,-0.003000000000219938,6.501758293452141
-0.05,-0.002000000000220048,6.494707678041808
-0.05,-0.0010000000002201581,6.489529816336232
-0.05,-2.2026824808563106e-13,6.486524513460591
-0.05,0.0009999999997796216,6.4860076309086985
-0.05,0.0019999999997795115,6.488344338831069
-0.05,0.0029999999997794013,6.493822688812604
-0.05,0.003999999999779291,6.502776204566359
-0.05,0.004999999999779181,6.515428407993703
-0.05,0.005999999999779071,6.531977494830133
-0.05,0.006999999999778961,6.552561067234339
-0.05,0.00799999999977885,6.577268272527985
-0.05,0.00899999999977874,6.606183820098333
-0.05,0.00999999999977863,6.639386312436688
-0.05,0.01099999999977852,6.676999984305388
-0.05,0.01199999999977841,6.719167432548081
-0.05,0.0129999999997783,6.766131930151822
-0.05,0.01399999999977819,6.818214460288229
-0.05,0.01499999999977808,6.875869349736414
-0.05,0.01599999999977797,6.939699153065147
-0.05,0.01699999999977786,7.010488651310948
-0.05,0.01799999999977775,7.0892490404835975
-0.05,0.01899999999977764,7.177289920567806
-0.04,-0.020000000000218066,6.757844116960805
-0.04,-0.019000000000218176,6.737552223960506
-0.04,-0.018000000000218286,6.717821873985768
-0.04,-0.017000000000218396,6.698633074354139
-0.04,-0.016000000000218506,6.679975119750754
-0.04,-0.015000000000218616,6.661826222199508
-0.04,-0.014000000000218726,6.6441925067111285
-0.04,-0.013000000000218837,6.627078015323685
-0.04,-0.012000000000218947,6.610475326385501
-0.04,-0.011000000000219057,6.59440516082523
-0.04,-0.010000000000219167,6.578888864053922
-0.04,-0.009000000000219277,6.563960436654685
-0.04,-0.008000000000219387,6.549653266311053
-0.04,-0.007000000000219497,6.5360238176477505
-0.04,-0.0060000000002196074,6.523157458470028
-0.04,-0.005000000000219718,6.511129654464208
-0.04,-0.004000000000219828,6.5000896613452595
-0.04,-0.003000000000219938,6.490159688605737
-0.04,-0.002000000000220048,6.48153558798711
-0.04,-0.0010000000002201581,6.474433484673078
-0.04,-2.2026824808563106e-13,6.4691094767086526
-0.04,0.0009999999997796216,6.465859592760768
-0.04,0.0019999999997795115,6.464993070048807
-0.04,0.0029999999997794013,6.466843165974759
-0.04,0.003999999999779291,6.471752055168881
-0.04,0.004999999999779181,6.480006428205927
-0.04,0.005999999999779071,6.491857597218981
-0.04,0.006999999999778961,6.507500323593442
-0.04,0.00799999999977885,6.527080767256121
-0.04,0.00899999999977874,6.550685053449278
-0.04,0.00999999999977863,6.578367401462596
-0.04,0.01099999999977852,6.610206625634719
-0.04,0.01199999999977841,6.646263226358987
-0.04,0.0129999999997783,6.686652723815116
-0.04,0.01399999999977819,6.731547740932188
-0.04,0.01499999999977808,6.781198012746063
-0.04,0.01599999999977797,6.835952408551203
-0.04,0.01699999999977786,6.896278823881317
-0.04,0.01799999999977775,6.962795766303962
-0.04,0.01899999999977764,7.036304091906203
-0.03,-0.020000000000218066,6.7441229653876205
-0.03,-0.019000000000218176,6.72438176359218
-0.03,-0.018000000000218286,6.705173262610279
-0.03,-0.017000000000218396,6.686460942652373
-0.03,-0.016000000000218506,6.668240597821139
-0.03,-0.015000000000218616,6.650488402486285
-0.03,-0.014000000000218726,6.633212039073657
-0.03,-0.013000000000218837,6.6163954353610785
-0.03,-0.012000000000218947,6.60003882123716
-0.03,-0.011000000000219057,6.584172294831322
-0.03,-0.010000000000219167,6.568778291585215
-0.03,-0.009000000000219277,6.553912662224707
-0.03,-0.008000000000219387,6.539593220165286
-0.03,-0.007000000000219497,6.525859260966145
-0.03,-0.0060000000002196074,6.512773898011045
-0.03,-0.005000000000219718,6.500405834874809
-0.03,-0.004000000000219828,6.488864825406455
-0.03,-0.003000000000219938,6.478275358736966
-0.03,-0.002000000000220048,6.468782641768487
-0.03,-0.0010000000002201581,6.460567888396352
-0.03,-2.2026824808563106e-13,6.453855222452873
-0.03,0.0009999999997796216,6.448896120435664
-0.03,0.0019999999997795115,6.446002770347786
-0.03,0.0029999999997794013,6.4454800802525645
-0.03,0.003999999999779291,6.4476497750061075
-0.03,0.004999999999779181,6.4528603180080015
-0.03,0.005999999999779071,6.461380800799621
-0.03,0.006999999999778961,6.473470325196354
-0.03,0.00799999999977885,6.489316928601302
-0.03,0.00899999999977874,6.509039295420839
-0.03,0.00999999999977863,6.5327265046230005
-0.03,0.01099999999977852,6.560428777550919
-0.03,0.01199999999977841,6.592193011179838
-0.03,0.0129999999997783,6.628069571521699
-0.03,0.01399999999977819,6.668150986340167
-0.03,0.01499999999977808,6.7125828884417515
-0.03,0.01599999999977797,6.761575350989843
-0.03,0.01699999999977786,6.815426770929451
-0.03,0.01799999999977775,6.874527947363317
-0.03,0.01899999999977764,6.939412256066248
-0.02,-0.020000000000218066,6.737404134524917
-0.02,-0.019000000000218176,6.718082845294969
-0.02,-0.018000000000218286,6.6992535396426796
-0.02,-0.017000000000218396,6.680898518103494
-0.02,-0.016000000000218506,6.662992724484588
-0.02,-0.015000000000218616,6.6455306911417935
-0.02,-0.014000000000218726,6.628490476018583
-0.02,-0.013000000000218837,6.611883332775392
-0.02,-0.012000000000218947,6.595691965614385
-0.02,-0.011000000000219057,6.57990907413956
-0.02,-0.010000000000219167,6.564586829110519
-0.02,-0.009000000000219277,6.549684677786253
-0.02,-0.008000000000219387,6.535267092070193
-0.02,-0.007000000000219497,6.5213449003670485
-0.02,-0.0060000000002196074,6.5079692729524306
-0.02,-0.005000000000219718,6.4951766352610285
-0.02,-0.004000000000219828,6.483059458897062
-0.02,-0.003000000000219938,6.471700386364436
-0.02,-0.002000000000220048,6.461230338126929
-0.02,-0.0010000000002201581,6.4517690294469805
-0.02,-2.2026824808563106e-13,6.443496058256256
-0.02,0.0009999999997796216,6.436639143376918
-0.02,0.0019999999997795115,6.431422470702643
-0.02,0.0029999999997794013,6.428163619563838
-0.02,0.003999999999779291,6.427135337576943
-0.02,0.004999999999779181,6.428695319432736
-0.02,0.005999999999779071,6.433159878749103
-0.02,0.006999999999778961,6.440840600040801
-0.02,0.00799999999977885,6.451981348360786
-0.02,0.00899999999977874,6.466799672992455
-0.02,0.00999999999977863,6.485433531778121
-0.02,0.01099999999977852,6.507974861401613
-0.02,0.01199999999977841,6.534481724071814
-0.02,0.0129999999997783,6.564988629944456
-0.02,0.01399999999977819,6.599536502818134
-0.02,0.01499999999977808,6.638180074560133
-0.02,0.01599999999977797,6.68104300005453
-0.02,0.01699999999977786,6.728272797735478
-0.02,0.01799999999977775,6.780107368459532
-0.02,0.01899999999977764,6.836870725408955
-0.01,-0.020000000000218066,6.7292540803177685
-0.01,-0.019000000000218176,6.710425595188283
-0.01,-0.018000000000218286,6.692060080958844
-0.01,-0.017000000000218396,6.674134149032943
-0.01,-0.016000000000218506,6.656630964469191
-0.01,-0.015000000000218616,6.639534226399247
-0.01,-0.014000000000218726,6.6228362250720725
-0.01,-0.013000000000218837,6.606514872112923
-0.01,-0.012000000000218947,6.590588161786325
-0.01,-0.011000000000219057,6.575036668902642
-0.01,-0.010000000000219167,6.559860530936557
-0.01,-0.009000000000219277,6.545080923419303
-0.01,-0.008000000000219387,6.530710130753877
-0.01,-0.007000000000219497,6.516765800538639
-0.01,-0.0060000000002196074,6.503282472882265
-0.01,-0.005000000000219718,6.490311579791484
-0.01,-0.004000000000219828,6.47787522067654
-0.01,-0.003000000000219938,6.46607144429105
-0.01,-0.002000000000220048,6.454966594979312
-0.01,-0.0010000000002201581,6.444678212863776
-0.01,-2.2026824808563106e-13,6.435355931962905
-0.01,0.0009999999997796216,6.427174659320289
-0.01,0.0019999999997795115,6.42030379353152
-0.01,0.0029999999997794013,6.4150047393599605
-0.01,0.003999999999779291,6.411560486350671
-0.01,0.004999999999779181,6.41027888329048
-0.01,0.005999999999779071,6.411482548958047
-0.01,0.006999999999778961,6.41550420898318
-0.01,0.00799999999977885,6.422658568278199
-0.01,0.00899999999977874,6.433222341154912
-0.01,0.00999999999977863,6.447408036982752
-0.01,0.01099999999977852,6.46537118438318
-0.01,0.01199999999977841,6.48722518107262
-0.01,0.0129999999997783,6.513037552679074
-0.01,0.01399999999977819,6.542833284770454
-0.01,0.01499999999977808,6.57666176369495
-0.01,0.01599999999977797,6.614560000366391
-0.01,0.01699999999977786,6.656646875915918
-0.01,0.01799999999977775,6.703030000699329
-0.01,0.01899999999977764,6.753940452620275
0.0,-0.020000000000218066,6.721334451533996
0.0,-0.019000000000218176,6.703024170244673
0.0,-0.018000000000218286,6.685151572515744
0.0,-0.017000000000218396,6.66769360939583
0.0,-0.016000000000218506,6.6506272678380745
0.0,-0.015000000000218616,6.633938806585908
0.0,-0.014000000000218726,6.617615752996519
0.0,-0.013000000000218837,6.601650706285375
0.0,-0.012000000000218947,6.586021776772231
0.0,-0.011000000000219057,6.570752761990004
0.0,-0.010000000000219167,6.555820141324525
0.0,-0.009000000000219277,6.5412301107481285
0.0,-0.008000000000219387,6.527000399342738
0.0,-0.007000000000219497,6.513133290976126
0.0,-0.0060000000002196074,6.499669269961456
0.0,-0.005000000000219718,6.486620675073351
0.0,-0.004000000000219828,6.474031630559243
0.0,-0.003000000000219938,6.461955671839049
0.0,-0.002000000000220048,6.450465466457462
0.0,-0.0010000000002201581,6.439626721789713
0.0,-2.2026824808563106e-13,6.4295414812883545
0.0,0.0009999999997796216,6.420374306350198
0.0,0.0019999999997795115,6.412265525414507
0.0,0.0029999999997794013,6.4054070445601035
0.0,0.003999999999779291,6.400054250658493
0.0,0.004999999999779181,6.396455178991595
0.0,0.005999999999779071,6.394932890446455
0.0,0.006999999999778961,6.395816087036034
0.0,0.00799999999977885,6.399443138224035
0.0,0.00899999999977874,6.40611322195886
0.0,0.00999999999977863,6.4161548150131935
0.0,0.01099999999977852,6.429786585242783
0.0,0.01199999999977841,6.447194539642596
0.0,0.0129999999997783,6.468508884821918
0.0,0.01399999999977819,6.493808020893216
0.0,0.01499999999977808,6.523146815641324
0.0,0.01599999999977797,6.5565578285440616
0.0,0.01699999999977786,6.5941302900190975
0.0,0.01799999999977775,6.635926597974199
0.0,0.01899999999977764,6.682109218589969
0.01,-0.020000000000218066,6.712372691892214
0.01,-0.019000000000218176,6.694638642042246
0.01,-0.018000000000218286,6.6773151174399565
0.01,-0.017000000000218396,6.660378009905143
0.01,-0.016000000000218506,6.643811222048026
0.01,-0.015000000000218616,6.627591531816375
0.01,-0.014000000000218726,6.611709644281049
0.01,-0.013000000000218837,6.596153321403242
0.01,-0.012000000000218947,6.580917605850626
0.01,-0.011000000000219057,6.565982484817758
0.01,-0.010000000000219167,6.551375726001492
0.01,-0.009000000000219277,6.5370688257363385
0.01,-0.008000000000219387,6.523073582106432
0.01,-0.007000000000219497,6.509407620839503
0.01,-0.0060000000002196074,6.496068360313169
0.01,-0.005000000000219718,6.483101967604298
0.01,-0.004000000000219828,6.470522348720255
0.01,-0.003000000000219938,6.458365877462121
0.01,-0.002000000000220048,6.446691479720399
0.01,-0.0010000000002201581,6.435535829666667
0.01,-2.2026824808563106e-13,6.425029676656356
0.01,0.0009999999997796216,6.415232911673492
0.01,0.0019999999997795115,6.4062885849994835
0.01,0.0029999999997794013,6.398376258361668
0.01,0.003999999999779291,6.391650017743687
0.01,0.004999999999779181,6.386365051017054
0.01,0.005999999999779071,6.382787506343054
0.01,0.006999999999778961,6.38121502343139
0.01,0.00799999999977885,6.381995529801593
0.01,0.00899999999977874,6.385472009438768
0.01,0.00999999999977863,6.391986258537849
0.01,0.01099999999977852,6.401824914494123
0.01,0.01199999999977841,6.415288146554335
0.01,0.0129999999997783,6.432563775133724
0.01,0.01399999999977819,6.453815357848616
0.01,0.01499999999977808,6.4791576729858695
0.01,0.01599999999977797,6.508669464861253
0.01,0.01699999999977786,6.542423385947769
0.01,0.01799999999977775,6.580506133730469
0.01,0.01899999999977764,6.623041109638848
0.02,-0.020000000000218066,6.707298101010678
0.02,-0.019000000000218176,6.69008008519139
0.02,-0.018000000000218286,6.6732448210477004
0.02,-0.017000000000218396,6.656781806683123
0.02,-0.016000000000218506,6.6406660442231695
0.02,-0.015000000000218616,6.624883867040905
0.02,-0.014000000000218726,6.609415224632854
0.02,-0.013000000000218837,6.594240278604691
0.02,-0.012000000000218947,6.579372142937056
0.02,-0.011000000000219057,6.564783535078966
0.02,-0.010000000000219167,6.550474719153098
0.02,-0.009000000000219277,6.536442318234381
0.02,-0.008000000000219387,6.522704142804311
0.02,-0.007000000000219497,6.509227855488649
0.02,-0.0060000000002196074,6.496057284826986
0.02,-0.005000000000219718,6.483196776588394
0.02,-0.004000000000219828,6.470645036087664
0.02,-0.003000000000219938,6.458463168991362
0.02,-0.002000000000220048,6.4466654130306695
0.02,-0.0010000000002201581,6.435294317860631
0.02,-2.2026824808563106e-13,6.424421979778935
0.02,0.0009999999997796216,6.414105208557872
0.02,0.0019999999997795115,6.404462759169937
0.02,0.0029999999997794013,6.395601289757394
0.02,0.003999999999779291,6.387671892970908
0.02,0.004999999999779181,6.380858733750029
0.02,0.005999999999779071,6.375389649356484
0.02,0.006999999999778961,6.3715102271391695
0.02,0.00799999999977885,6.369526736223928
0.02,0.00899999999977874,6.369773721833372
0.02,0.00999999999977863,6.37260208056047
0.02,0.01099999999977852,6.378391482874824
0.02,0.01199999999977841,6.387479911433947
0.02,0.0129999999997783,6.4001767210038825
0.02,0.01399999999977819,6.416748454393652
0.02,0.01499999999977808,6.437403078515153
0.02,0.01599999999977797,6.4623128888642505
0.02,0.01699999999977786,6.49162099005449
0.02,0.01799999999977775,6.525445358658268
0.02,0.01899999999977764,6.5639430450107294
0.03,-0.020000000000218066,6.69700825141598
0.03,-0.019000000000218176,6.680443693531436
0.03,-0.018000000000218286,6.664251643157669
0.03,-0.017000000000218396,6.648400052987548
0.03,-0.016000000000218506,6.632873686218761
0.03,-0.015000000000218616,6.6176542490323556
0.03,-0.014000000000218726,6.602732052692215
0.03,-0.013000000000218837,6.588085523061777
0.03,-0.012000000000218947,6.573708657324064
0.03,-0.011000000000219057,6.559595119700189
0.03,-0.010000000000219167,6.545736214909928
0.03,-0.009000000000219277,6.532125313718154
0.03,-0.008000000000219387,6.518766712379162
0.03,-0.007000000000219497,6.50568020896017
0.03,-0.0060000000002196074,6.492831308494708
0.03,-0.005000000000219718,6.480247444595265
0.03,-0.004000000000219828,6.467973136771204
0.03,-0.003000000000219938,6.455974545415311
0.03,-0.002000000000220048,6.444315931977636
0.03,-0.0010000000002201581,6.433026289696395
0.03,-2.2026824808563106e-13,6.422141801316037
0.03,0.0009999999997796216,6.411737734382995
0.03,0.0019999999997795115,6.401866937182703
0.03,0.0029999999997794013,6.392647574002096
0.03,0.003999999999779291,6.384203365742487
0.03,0.004999999999779181,6.3766411064628015
0.03,0.005999999999779071,6.370203023582785
0.03,0.006999999999778961,6.365075188325274
0.03,0.00799999999977885,6.3615360104661205
0.03,0.00899999999977874,6.359890033192343
0.03,0.00999999999977863,6.360493287234737
0.03,0.01099999999977852,6.3637285152746035
0.03,0.01199999999977841,6.369970118738734
0.03,0.0129999999997783,6.379614806562837
0.03,0.01399999999977819,6.393038184517676
0.03,0.01499999999977808,6.410550138361901
0.03,0.01599999999977797,6.432424651580994
0.03,0.01699999999977786,6.458933956982383
0.03,0.01799999999977775,6.490285847710455
0.03,0.01899999999977764,6.526716935894612
0.04,-0.020000000000218066,6.68780463011533
0.04,-0.019000000000218176,6.671902342774687
0.04,-0.018000000000218286,6.656348882533225
0.04,-0.017000000000218396,6.641126198065855
0.04,-0.016000000000218506,6.626202202059493
0.04,-0.015000000000218616,6.611558040663205
0.04,-0.014000000000218726,6.597194518590789
0.04,-0.013000000000218837,6.583092574327683
0.04,-0.012000000000218947,6.5692508587377985
0.04,-0.011000000000219057,6.555640745369355
0.04,-0.010000000000219167,6.542257887026249
0.04,-0.009000000000219277,6.529124444385954
0.04,-0.008000000000219387,6.516214035044439
0.04,-0.007000000000219497,6.503525245871955
0.04,-0.0060000000002196074,6.491066245182442
0.04,-0.005000000000219718,6.4788564742566015
0.04,-0.004000000000219828,6.466895427662997
0.04,-0.003000000000219938,6.455194693890432
0.04,-0.002000000000220048,6.443784739942142
0.04,-0.0010000000002201581,6.432670387738859
0.04,-2.2026824808563106e-13,6.4219224492191325
0.04,0.0009999999997796216,6.411553041198549
0.04,0.0019999999997795115,6.401643753095358
0.04,0.0029999999997794013,6.392267936599484
0.04,0.003999999999779291,6.383506606666151
0.04,0.004999999999779181,6.375500356844358
0.04,0.005999999999779071,6.3683933970361135
0.04,0.006999999999778961,6.362373610050379
0.04,0.00799999999977885,6.357664453885755
0.04,0.00899999999977874,6.3545602527804075
0.04,0.00999999999977863,6.353352267288728
0.04,0.01099999999977852,6.354450409943522
0.04,0.01199999999977841,6.358262860293132
0.04,0.0129999999997783,6.365184943272624
0.04,0.01399999999977819,6.375716810384401
0.04,0.01499999999977808,6.390301685709158
0.04,0.01599999999977797,6.409319878260462
0.04,0.01699999999977786,6.4332110622731244
0.04,0.01799999999977775,6.462322303389271
0.04,0.01899999999977764,6.497026679014258
0.05,-0.020000000000218066,6.681339655867876
0.05,-0.019000000000218176,6.666080808535423
0.05,-0.018000000000218286,6.651147872745261
0.05,-0.017000000000218396,6.636521399149771
0.05,-0.016000000000218506,6.622190409190911
0.05,-0.015000000000218616,6.608129350227762
0.05,-0.014000000000218726,6.594321003335532
0.05,-0.013000000000218837,6.580767991974123
0.05,-0.012000000000218947,6.567451691523772
0.05,-0.011000000000219057,6.554364144017095
0.05,-0.010000000000219167,6.54150742601823
0.05,-0.009000000000219277,6.5288586477505355
0.05,-0.008000000000219387,6.5164065738102
0.05,-0.007000000000219497,6.5041923140999875
0.05,-0.0060000000002196074,6.492176721251652
0.05,-0.005000000000219718,6.4803775930012835
0.05,-0.004000000000219828,6.468792625515426
0.05,-0.003000000000219938,6.457461497898176
0.05,-0.002000000000220048,6.446366785541927
0.05,-0.0010000000002201581,6.4355508300006505
0.05,-2.2026824808563106e-13,6.425036477569391
0.05,0.0009999999997796216,6.414840591186442
0.05,0.0019999999997795115,6.40503250905402
0.05,0.0029999999997794013,6.3956716347399665
0.05,0.003999999999779291,6.386817869845199
0.05,0.004999999999779181,6.378573237403648
0.05,0.005999999999779071,6.371050989632416
0.05,0.006999999999778961,6.364419580412729
0.05,0.00799999999977885,6.358861585936593
0.05,0.00899999999977874,6.35460843828999
0.05,0.00999999999977863,6.351946396462619
0.05,0.01099999999977852,6.351218280652553
0.05,0.01199999999977841,6.3528256460962975
0.05,0.0129999999997783,6.357217204214929
0.05,0.01399999999977819,6.364927780507831
0.05,0.01499999999977808,6.376441930458522
0.05,0.01599999999977797,6.392342569506932
0.05,0.01699999999977786,6.413150525993963
0.05,0.01799999999977775,6.439379239727475
0.05,0.01899999999977764,6.471462630374342
0.07,-0.020000000000218066,6.662038001428782
0.07,-0.019000000000218176,6.648303691924652
0.07,-0.018000000000218286,6.634885552080054
0.07,-0.017000000000218396,6.621738844156582
0.07,-0.016000000000218506,6.608854727191398
0.07,-0.015000000000218616,6.596221268004686
0.07,-0.014000000000218726,6.583822978681288
0.07,-0.013000000000218837,6.571663131772227
0.07,-0.012000000000218947,6.5597226581276695
0.07,-0.011000000000219057,6.547994684482604
0.07,-0.010000000000219167,6.536461046348795
0.07,-0.009000000000219277,6.525146172680713
0.07,-0.008000000000219387,6.5140357283966575
0.07,-0.007000000000219497,6.503130194140804
0.07,-0.0060000000002196074,6.492435220000261
0.07,-0.005000000000219718,6.481944946666078
0.07,-0.004000000000219828,6.4716714365601185
0.07,-0.003000000000219938,6.461627603362235
0.07,-0.002000000000220048,6.4518350507783575
0.07,-0.0010000000002201581,6.442289396039723
0.07,-2.2026824808563106e-13,6.433015602590911
0.07,0.0009999999997796216,6.424077833862605
0.07,0.0019999999997795115,6.415480599743115
0.07,0.0029999999997794013,6.40728639802951
0.07,0.003999999999779291,6.399521077176567
0.07,0.004999999999779181,6.392302720943461
0.07,0.005999999999779071,6.385691047078858
0.07,0.006999999999778961,6.379781183601853
0.07,0.00799999999977885,6.374742248816873
0.07,0.00899999999977874,6.370708725781791
0.07,0.00999999999977863,6.3678689073971
0.07,0.01099999999977852,6.366490997615842
0.07,0.01199999999977841,6.366837101126498
0.07,0.0129999999997783,6.369266743245359
0.07,0.01399999999977819,6.37418338598941
0.07,0.01499999999977808,6.3820881995229595
0.07,0.01599999999977797,6.393501399056553
0.07,0.01699999999977786,6.409026990494862
0.07,0.01799999999977775,6.429253357148287
0.07,0.01899999999977764,6.4547759809307355
0.1,-0.020000000000218066,6.646171991432913
0.1,-0.019000000000218176,6.63503291189941
0.1,-0.018000000000218286,6.624204907992382
0.1,-0.017000000000218396,6.613674810153656
0.1,-0.016000000000218506,6.603439889537062
0.1,-0.015000000000218616,6.5934902505783874
0.1,-0.014000000000218726,6.583844990885338
0.1,-0.013000000000218837,6.574473533399444
0.1,-0.012000000000218947,6.565403786937849
0.1,-0.011000000000219057,6.556626534400784
0.1,-0.010000000000219167,6.54814940041314
0.1,-0.009000000000219277,6.540004971063859
0.1,-0.008000000000219387,6.532180376030086
0.1,-0.007000000000219497,6.5247039638705555
0.1,-0.0060000000002196074,6.5175831723323725
0.1,-0.005000000000219718,6.510829275778337
0.1,-0.004000000000219828,6.504440180180259
0.1,-0.003000000000219938,6.498409215437316
0.1,-0.002000000000220048,6.4927663876332105
0.1,-0.0010000000002201581,6.487437859711289
0.1,-2.2026824808563106e-13,6.482410029048476
0.1,0.0009999999997796216,6.477598790426608
0.1,0.0019999999997795115,6.4729394294480445
0.1,0.0029999999997794013,6.468338232389414
0.1,0.003999999999779291,6.463708864183557
0.1,0.004999999999779181,6.459028113880967
0.1,0.005999999999779071,6.4542748715500435
0.1,0.006999999999778961,6.449463960921763
0.1,0.00799999999977885,6.444619947361847
0.1,0.00899999999977874,6.439820199214079
0.1,0.00999999999977863,6.435114934231067
0.1,0.01099999999977852,6.430583013841893
0.1,0.01199999999977841,6.4263094362469575
0.1,0.0129999999997783,6.422416595347781
0.1,0.01399999999977819,6.419044531054018
0.1,0.01499999999977808,6.416377882609624
0.1,0.01599999999977797,6.41465509627099
0.1,0.01699999999977786,6.414181714990509
0.1,0.01799999999977775,6.415337638217646
0.1,0.01899999999977764,6.418570183230653
